Source,Target,Weight
Q8BQN2,Q91VB2,1.0
Q8BQN2,Q91YA2,1.0
Q8BQN2,Q91YS8,1.0
Q8BQN2,Q924X7,1.0
Q8BQN2,Q99MQ3,0.7142857142857143
Q8BQN2,Q9R0A5,1.0
Q8BQN2,Q9Z0H0,1.0
Q8BQN2,P0C5K0,1.0
Q8BQN2,Q543Z5,1.0
Q8BQN2,Q5SWN9,1.0
Q8BQN2,Q8BGW6,1.0
Q8BQN2,A2AGS2,1.0
Q8BQN2,A2AM78,0.7142857142857143
Q8BQN2,P0C5K1,1.0
Q8BQN2,Q3U258,0.7142857142857143
Q8BQN2,Q3UU57,1.0
Q8BQN2,Q543X6,1.0
Q8BQN2,Q5DU52,0.7142857142857143
Q8BQN2,Q5SUV5,1.0
Q8BQN2,Q6IS31,0.7142857142857143
Q8BQN2,Q8BP44,1.0
Q8BQN2,Q8C0X8,1.0
Q8BQN2,Q8QZV4,1.0
Q8BQN2,Q9JJX8,1.0
Q8BQN2,A0AA95Z2J0,1.0
Q8BQN2,D3YV51,1.0
Q8BQN2,Q3TJG7,1.0
Q8BQN2,Q3TLX7,1.0
Q8BQN2,Q3TN15,1.0
Q8BQN2,Q3TX82,1.0
Q8BQN2,Q3UDI2,1.0
Q8BQN2,Q66JY4,1.0
Q8BQN2,Q8C371,1.0
Q8BQN2,Q8C5F7,1.0
Q8BQN2,Q9D9B2,1.0
Q8BQN2,S4R1E6,1.0
Q8BQX9,P97382,1.0
Q8BQZ3,Q9JI20,1.0
Q8BR38,Q8CCE9,1.0
Q8BR94,D6RFA9,1.0
Q8BR94,D6RHQ2,1.0
Q8BR94,F7B9M9,1.0
Q8BR94,O55026,1.0
Q8BR94,P55772,1.0
Q8BR94,Q3TCT4,1.0
Q8BR94,Q3U0P5,1.0
Q8BR94,Q544U5,1.0
Q8BR94,Q8BFW6,1.0
Q8BR94,Q8CDV7,1.0
Q8BR94,Q8CEB1,1.0
Q8BR94,Q8K0L2,1.0
Q8BR94,Q921Q6,1.0
Q8BR94,Q9DBT4,1.0
Q8BR94,Q9WUZ9,1.0
Q8BR94,Q3TQC7,1.0
Q6PAS1,O35696,1.0
Q6PAS1,P70126,1.0
Q6PAS1,Q64687,1.0
Q6PAS1,Q64689,1.0
Q6PAS1,Q64692,1.0
Q6PAS1,Q8K4T1,1.0
Q6PAS1,Q3V3B1,1.0
Q6PAS1,Q64468,1.0
Q6PAS1,Q8BL76,1.0
Q6PAS1,Q8BWI0,1.0
Q6PD05,Q8CCE9,1.0
Q8BRV3,Q61216,1.0
Q8BRY0,B2RXA7,1.0
Q8BRY0,P27786,1.0
Q8BRY0,P36423,1.0
Q8BRY0,Q64429,1.0
Q8BRY0,P03940,1.0
Q8BRY0,Q3UYU1,1.0
Q8BRY0,Q53YJ1,1.0
Q8BRY0,Q6P200,1.0
Q8BRY0,Q8K320,1.0
Q8BRY0,A0A0R4J048,1.0
Q8BRY0,O54797,1.0
Q8BRY0,Q3UJ92,1.0
Q6PG83,A0A0G2JDV3,1.0
Q6PG83,A4UUI3,1.0
Q6PG83,Q01514,1.0
Q6PG83,Q61107,1.0
Q6PG83,Q8CFB4,1.0
Q6PG83,Q91Z40,1.0
Q6PG83,Q9Z0E6,1.0
Q8BS27,A0A0A6YXR0,1.0
Q8BS27,D3YX12,1.0
Q8BS27,Q80TA1,1.0
Q8BS27,Q8BGS7,1.0
Q8BS27,Q8C025,1.0
Q8BS27,D3YU39,1.0
Q8BS27,D3Z6W4,1.0
Q8BS27,D6RCW3,1.0
Q8BS27,F6ZDL8,1.0
Q6T5E4,P97402,1.0
Q6T5E4,Q09324,1.0
Q6T5E4,Q5JCT0,1.0
Q6T5E4,E9Q649,1.0
Q6T5E4,Q3V3K7,1.0
Q8BSQ5,D6RFA9,1.0
Q8BSQ5,D6RHQ2,1.0
Q8BSQ5,F7B9M9,1.0
Q8BSQ5,O55026,1.0
Q8BSQ5,P55772,1.0
Q8BSQ5,Q3TCT4,1.0
Q8BSQ5,Q3U0P5,1.0
Q8BSQ5,Q544U5,1.0
Q8BSQ5,Q8BFW6,1.0
Q8BSQ5,Q8CDV7,1.0
Q8BSQ5,Q8CEB1,1.0
Q8BSQ5,Q8K0L2,1.0
Q8BSQ5,Q921Q6,1.0
Q8BSQ5,Q9DBT4,1.0
Q8BSQ5,Q9WUZ9,1.0
Q8BSQ5,Q3TQC7,1.0
Q8BSX6,O08736,1.0
Q8BSX6,P29452,1.0
Q8BSX6,P70343,1.0
Q6ZQ49,Q6PIC6,1.0
Q6ZQ49,Q6PIE5,1.0
Q6ZQ49,Q8VDN2,1.0
Q6ZQ49,Q9WV27,1.0
Q6ZQ49,Q9Z1W8,1.0
Q6ZQG6,Q8CCE9,1.0
Q6ZWR0,P61226,1.0
Q6ZWR0,Q80ZJ1,1.0
Q6ZWR0,Q8BU31,1.0
Q8BTH9,Q9DCN7,1.0
Q76LV0,O70325,1.0
Q76LV0,P11352,1.0
Q76LV0,P46412,1.0
Q76LV0,Q9JHC0,1.0
Q76LV0,P21765,1.0
Q76LV0,A0A1C7ZMZ7,1.0
Q76LV0,Q3TIF2,1.0
Q76LV0,Q91WR8,1.0
Q78ZJ8,P46638,1.0
Q78ZJ8,P53994,1.0
Q78ZJ8,P59279,1.0
Q78ZJ8,P62492,1.0
Q78ZJ8,Q0PD45,1.0
Q78ZJ8,Q0PD65,1.0
Q78ZJ8,Q6PDZ3,1.0
Q78ZJ8,Q8BXY4,1.0
Q8BTX6,Q9CZU3,1.0
Q7JCX7,P00416,1.0
Q7JCZ1,P00405,1.0
Q8BU78,A0A0G2JDV3,1.0
Q8BU78,A4UUI3,1.0
Q8BU78,Q01514,1.0
Q8BU78,Q61107,1.0
Q8BU78,Q8CFB4,1.0
Q8BU78,Q91Z40,1.0
Q8BU78,Q9Z0E6,1.0
Q8BU81,P28738,1.0
Q7TMV3,Q9JIX9,1.0
Q8BUF0,A4Q9E8,1.0
Q8BUF0,A4Q9F0,1.0
Q8BUF0,A4Q9F4,1.0
Q8BUF0,Q80UG8,1.0
Q8BUF0,Q8CHB8,1.0
Q8BUF0,Q91V51,1.0
Q8BUF0,A4Q9F6,1.0
Q8BUF0,A4Q9E4,1.0
Q7TPB0,Q3UMZ3,1.0
Q7TPB0,Q61469,1.0
Q7TPB0,Q99JY8,1.0
Q7TPB0,Q9DAX2,1.0
Q7TPB0,Q0VBU9,1.0
Q7TPM6,Q6PD02,0.7142857142857143
Q8BV60,Q8BYB9,1.0
Q8BVT6,Q149T7,1.0
Q8BVT6,Q3UYC0,1.0
Q8BVT6,Q8BU27,1.0
Q8BVT6,E0CYP3,1.0
Q8BVT6,Q9CS46,1.0
Q8BVT6,Q9Z0T2,1.0
Q8BVT6,A0A0N4SVZ5,1.0
Q7TS91,P70265,1.0
Q7TS91,P70266,1.0
Q7TS91,Q6DTY7,1.0
Q7TS91,A0A087WRG0,1.0
Q7TS91,A0A087WRM7,1.0
Q7TS91,A2AUP5,1.0
Q7TS91,A7UAK4,1.0
Q7TS91,A7UAK5,1.0
Q7TS91,A7UAK8,1.0
Q7TS91,B2Z892,1.0
Q7TS91,B2Z894,1.0
Q7TS91,Q3U3S6,1.0
Q7TS91,Q6GTL7,1.0
Q7TS91,Q8CDS6,1.0
Q7TS91,B2Z893,1.0
Q7TS91,B2Z895,1.0
Q7TS91,C9VZF1,1.0
Q7TS91,C9VZF2,1.0
Q7TS91,C9VZF3,1.0
Q8BW40,O09110,1.0
Q8BW40,O54863,1.0
Q8BW40,O55047,1.0
Q8BW40,P08414,1.0
Q8BW40,P47809,1.0
Q8BW40,P70236,1.0
Q8BW40,Q3UIZ8,1.0
Q8BW40,Q61241,1.0
Q8BW40,Q641K5,1.0
Q8BW40,Q8BW96,1.0
Q8BW40,Q8BZN4,1.0
Q8BW40,Q8C078,1.0
Q8BW40,Q8C0V0,1.0
Q8BW40,Q8VBY2,1.0
Q8BW40,Q8VDF3,1.0
Q8BW40,Q91VB2,1.0
Q8BW40,Q91YA2,1.0
Q8BW40,Q91YS8,1.0
Q8BW40,Q924X7,1.0
Q8BW40,Q99MQ3,0.7142857142857143
Q8BW40,Q9R0A5,1.0
Q8BW40,Q9Z0H0,1.0
Q8BW40,P0C5K0,1.0
Q8BW40,Q543Z5,1.0
Q8BW40,Q5SWN9,1.0
Q8BW40,Q8BGW6,1.0
Q8BW40,A2AGS2,1.0
Q8BW40,A2AM78,0.7142857142857143
Q8BW40,P0C5K1,1.0
Q8BW40,Q3U258,0.7142857142857143
Q8BW40,Q3UU57,1.0
Q8BW40,Q543X6,1.0
Q8BW40,Q5DU52,0.7142857142857143
Q8BW40,Q5SUV5,1.0
Q8BW40,Q6IS31,0.7142857142857143
Q8BW40,Q8BP44,1.0
Q8BW40,Q8C0X8,1.0
Q8BW40,Q8QZV4,1.0
Q8BW40,Q9JJX8,1.0
Q8BW40,A0AA95Z2J0,1.0
Q8BW40,D3YV51,1.0
Q8BW40,Q3TJG7,1.0
Q8BW40,Q3TLX7,1.0
Q8BW40,Q3TN15,1.0
Q8BW40,Q3TX82,1.0
Q8BW40,Q3UDI2,1.0
Q8BW40,Q66JY4,1.0
Q8BW40,Q8C371,1.0
Q8BW40,Q8C5F7,1.0
Q8BW40,Q9D9B2,1.0
Q8BW40,S4R1E6,1.0
Q8BW63,P97402,1.0
Q8BW63,Q09324,1.0
Q8BW63,Q5JCT0,1.0
Q8BW63,E9Q649,1.0
Q8BW63,Q3V3K7,1.0
Q80U27,P28738,1.0
Q80UB0,P56203,1.0
Q80UB0,Q9JIA9,1.0
Q80UR4,P05208,0.75
Q80UR4,P36368,1.0
Q80UR4,Q3UP87,0.75
Q80UR4,Q91X79,0.75
Q80UR4,P08882,1.0
Q80UR4,Q14B24,1.0
Q80UR4,Q61096,0.75
Q80UR4,Q9CQ52,0.75
Q80UR4,Q3SYP2,0.75
Q80UR4,Q5M8S2,1.0
Q80UR4,Q8BW11,1.0
Q80UR4,Q9QUL7,1.0
Q8BXJ4,Q8CCE9,1.0
Q8BXJ5,Q9CUS9,1.0
Q8BXJ5,Q9D8V0,1.0
Q80V23,Q8CCE9,1.0
Q80VM4,Q8CCE9,1.0
Q8BXW2,Q91WA9,1.0
Q8BXW2,Q99PE8,1.0
Q8BXX3,Q9CXY9,1.0
Q8BY70,O35696,1.0
Q8BY70,P70126,1.0
Q8BY70,Q64687,1.0
Q8BY70,Q64689,1.0
Q8BY70,Q64692,1.0
Q8BY70,Q8K4T1,1.0
Q8BY70,Q3V3B1,1.0
Q8BY70,Q64468,1.0
Q8BY70,Q8BL76,1.0
Q8BY70,Q8BWI0,1.0
Q8BY99,P28738,1.0
Q8BYP9,Q6PA06,1.0
Q8BYP9,Q91YH5,1.0
Q8BZ14,F7B9G4,1.0
Q8BZ14,Q2KHK3,1.0
Q8BZ45,P28738,1.0
Q810E6,Q91WF0,1.0
Q810E7,Q91WF0,1.0
Q810Z1,O09114,1.0
Q811Q3,O35674,1.0
Q811Q3,Q05910,1.0
Q811Q3,Q61072,1.0
Q811Q3,Q61824,1.0
Q811Q3,Q9JI76,1.0
Q811Q3,Q9JLN6,1.0
Q811Q3,Q923W9,1.0
Q811Q4,Q9R158,1.0
Q8BZS4,Q9D6X6,1.0
Q8BFU3,O55176,1.0
Q8BFU3,Q80U04,1.0
Q8BFU3,Q9D0C1,1.0
Q8BFU3,Q9CY62,1.0
Q8BFU3,Q8BI21,1.0
Q8BFU3,A0JLS7,1.0
Q8BFU3,B1AXU3,1.0
Q8BFU3,B1AXU4,1.0
Q8BFU3,D3YUJ1,1.0
Q8BFU3,F6SLH0,1.0
Q8BFU3,Q05CG5,1.0
Q8BFU3,Q3TWA8,1.0
Q8BFU3,Q3UXQ1,1.0
Q8BFU3,Q3V289,1.0
Q8BFZ3,P60710,1.0
Q8BFZ3,P62737,1.0
Q8BFZ3,P63260,1.0
Q8BFZ3,P63268,1.0
Q8BFZ3,P68033,1.0
Q8BFZ3,P68134,1.0
Q8C040,P63094,1.0
Q8C040,Q6R0H7,1.0
Q8C040,Q8CGK7,1.0
Q8BGK2,P54923,1.0
Q8C0V2,A4Q9E5,1.0
Q8C0V2,A4Q9F1,1.0
Q8C0V8,Q80V63,1.0
Q8C125,A4Q9E8,1.0
Q8C125,A4Q9F0,1.0
Q8C125,A4Q9F4,1.0
Q8C125,Q80UG8,1.0
Q8C125,Q8CHB8,1.0
Q8C125,Q91V51,1.0
Q8C125,A4Q9F6,1.0
Q8C125,A4Q9E4,1.0
Q8C153,P58252,1.0
Q8BHD8,P23506,1.0
Q8BHD8,E0CYF2,1.0
Q8BHD8,E0CYV0,1.0
Q8BHD8,E9PWE0,1.0
Q8BHD8,F6TXE3,1.0
Q8BHD8,F6V9F1,1.0
Q8BHD8,F7D432,1.0
Q8BHD8,Q545L9,1.0
Q8BHD8,Q8BPI6,1.0
Q8C1B3,O09110,1.0
Q8C1B3,O54863,1.0
Q8C1B3,O55047,1.0
Q8C1B3,P08414,1.0
Q8C1B3,P47809,1.0
Q8C1B3,P70236,1.0
Q8C1B3,Q3UIZ8,1.0
Q8C1B3,Q61241,1.0
Q8C1B3,Q641K5,1.0
Q8C1B3,Q8BW96,1.0
Q8C1B3,Q8BZN4,1.0
Q8C1B3,Q8C078,1.0
Q8C1B3,Q8C0V0,1.0
Q8C1B3,Q8VBY2,1.0
Q8C1B3,Q8VDF3,1.0
Q8C1B3,Q91VB2,1.0
Q8C1B3,Q91YA2,1.0
Q8C1B3,Q91YS8,1.0
Q8C1B3,Q924X7,1.0
Q8C1B3,Q99MQ3,0.7142857142857143
Q8C1B3,Q9R0A5,1.0
Q8C1B3,Q9Z0H0,1.0
Q8C1B3,P0C5K0,1.0
Q8C1B3,Q543Z5,1.0
Q8C1B3,Q5SWN9,1.0
Q8C1B3,Q8BGW6,1.0
Q8C1B3,A2AGS2,1.0
Q8C1B3,A2AM78,0.7142857142857143
Q8C1B3,P0C5K1,1.0
Q8C1B3,Q3U258,0.7142857142857143
Q8C1B3,Q3UU57,1.0
Q8C1B3,Q543X6,1.0
Q8C1B3,Q5DU52,0.7142857142857143
Q8C1B3,Q5SUV5,1.0
Q8C1B3,Q6IS31,0.7142857142857143
Q8C1B3,Q8BP44,1.0
Q8C1B3,Q8C0X8,1.0
Q8C1B3,Q8QZV4,1.0
Q8C1B3,Q9JJX8,1.0
Q8C1B3,A0AA95Z2J0,1.0
Q8C1B3,D3YV51,1.0
Q8C1B3,Q3TJG7,1.0
Q8C1B3,Q3TLX7,1.0
Q8C1B3,Q3TN15,1.0
Q8C1B3,Q3TX82,1.0
Q8C1B3,Q3UDI2,1.0
Q8C1B3,Q66JY4,1.0
Q8C1B3,Q8C371,1.0
Q8C1B3,Q8C5F7,1.0
Q8C1B3,Q9D9B2,1.0
Q8C1B3,S4R1E6,1.0
Q8BHH2,P35278,0.8
Q8BHH2,P51150,0.8
Q8BHH2,P61021,0.8
Q8BHH2,Q9CQD1,0.8
Q8BHH2,B2RPS1,0.8
Q8BHH2,Q8C266,0.8
Q8BHH2,Q0PD56,0.8
Q8BHH2,Q3TCT9,0.8
Q8BHH2,Q3TJ39,0.8
Q8C1M0,Q922H1,1.0
Q8BI66,Q8CCE9,1.0
Q8BIF9,Q8CCE9,1.0
Q8C269,O35674,1.0
Q8C269,Q05910,1.0
Q8C269,Q61072,1.0
Q8C269,Q61824,1.0
Q8C269,Q9JI76,1.0
Q8C269,Q9JLN6,1.0
Q8C269,Q923W9,1.0
Q8BJ90,Q8CCE9,1.0
Q8BLM0,Q8CCE9,1.0
Q8C3J2,Q9JM95,1.0
Q8C3J2,Q9QZ39,1.0
Q8C3J2,Q9R2B6,1.0
Q8C3J2,Q9WUV2,1.0
Q8C3J2,B7ZNQ3,1.0
Q8C3J2,Q8BM62,1.0
Q8C3J2,Q9JJM5,1.0
Q8C3J2,Q9JJM6,1.0
Q8BMZ3,Q91WF0,1.0
Q8C3M7,P21279,1.0
Q8C3Q0,Q8C3Q9,1.0
Q8BNP9,Q9Z138,1.0
Q8BP31,Q9DBY1,1.0
Q8BP31,A0A0R4J1R1,1.0
Q8BP31,D3Z1Y1,1.0
Q8BP31,E9QQ99,1.0
Q8C439,P97382,1.0
Q8C4I3,Q32M05,1.0
Q8C4I3,Q60689,1.0
Q8C4I3,Q8C0Q8,1.0
Q8C4I3,Q8C0R4,1.0
Q8C4S7,F7B9G4,1.0
Q8C4S7,Q2KHK3,1.0
Q8BSL7,P84078,1.0
Q8BSN9,Q9JIX9,1.0
Q8BSP6,Q9Z138,1.0
Q8BTS3,A0A0G2JDV3,1.0
Q8BTS3,A4UUI3,1.0
Q8BTS3,Q01514,1.0
Q8BTS3,Q61107,1.0
Q8BTS3,Q8CFB4,1.0
Q8BTS3,Q91Z40,1.0
Q8BTS3,Q9Z0E6,1.0
Q8BTW2,Q9DCH4,1.0
Q8BVM1,P70265,1.0
Q8BVM1,P70266,1.0
Q8BVM1,Q6DTY7,1.0
Q8BVM1,A0A087WRG0,1.0
Q8BVM1,A0A087WRM7,1.0
Q8BVM1,A2AUP5,1.0
Q8BVM1,A7UAK4,1.0
Q8BVM1,A7UAK5,1.0
Q8BVM1,A7UAK8,1.0
Q8BVM1,B2Z892,1.0
Q8BVM1,B2Z894,1.0
Q8BVM1,Q3U3S6,1.0
Q8BVM1,Q6GTL7,1.0
Q8BVM1,Q8CDS6,1.0
Q8BVM1,B2Z893,1.0
Q8BVM1,B2Z895,1.0
Q8BVM1,C9VZF1,1.0
Q8BVM1,C9VZF2,1.0
Q8BVM1,C9VZF3,1.0
Q8C5Y6,P31482,1.0
Q8C5Y6,P97391,1.0
Q8C5Y6,Q9QXX3,1.0
Q8C5Y6,Q9WVF6,1.0
Q8C5Y6,Q9Z0Y2,1.0
Q8C5Y6,V5TDK8,1.0
Q8C5Y6,V5TDL3,1.0
Q8C5Y6,P48076,1.0
Q8C5Y6,A2APR1,1.0
Q8C5Y6,Q3T9Q3,1.0
Q8C5Y6,Q3TYT9,1.0
Q8C5Y6,Q6GTW1,1.0
Q8C5Y6,Q8BJ93,1.0
Q8C5Y6,Q8K0Y1,1.0
Q8C663,P21570,1.0
Q8C663,P97802,1.0
Q8C663,Q3TMQ6,1.0
Q8C663,Q64438,1.0
Q8C663,Q9D244,1.0
Q8C663,O35291,1.0
Q8C663,P00683,1.0
Q8C663,Q9JJH1,1.0
Q8C663,O35292,1.0
Q8C663,P97425,1.0
Q8C663,P97426,1.0
Q8C663,Q8C6G3,1.0
Q8C663,Q8K2T2,1.0
Q8C663,W0UVC3,1.0
Q8C6B0,Q9DD20,1.0
Q8BY46,Q8CCE9,1.0
Q8C6P2,O35744,1.0
Q8C6P3,P13504,1.0
Q8BYP3,P60764,1.0
Q8BYP3,P63001,1.0
Q8BYP3,Q3TLP8,1.0
Q8BYP3,Q9QUI0,1.0
Q8BYP3,K7Q7T7,1.0
Q8BYP3,Q8BPG5,1.0
Q8BYP3,Q9D859,1.0
Q8C6S5,Q61093,1.0
Q8C6S5,Q672J9,1.0
Q8C6S5,Q8CIZ9,1.0
Q8C6S5,Q9JHI8,1.0
Q8C6X4,Q99LU4,1.0
Q8C7E4,P21570,1.0
Q8C7E4,P97802,1.0
Q8C7E4,Q3TMQ6,1.0
Q8C7E4,Q64438,1.0
Q8C7E4,Q9D244,1.0
Q8C7E4,O35291,1.0
Q8C7E4,P00683,1.0
Q8C7E4,Q9JJH1,1.0
Q8C7E4,O35292,1.0
Q8C7E4,P97425,1.0
Q8C7E4,P97426,1.0
Q8C7E4,Q8C6G3,1.0
Q8C7E4,Q8K2T2,1.0
Q8C7E4,W0UVC3,1.0
Q8C0F9,Q9D6X6,1.0
Q8C7S9,P97382,1.0
Q8C0L0,Q8VBT0,1.0
Q8C0X6,P28738,1.0
Q8C833,P13504,1.0
Q8C178,Q9EPL9,1.0
Q8C209,O55123,1.0
Q8C209,O70138,1.0
Q8C209,P28862,1.0
Q8C209,P33435,1.0
Q8C209,P34960,1.0
Q8C209,Q9EPL5,1.0
Q8C209,Q922W6,1.0
Q8C209,Q9EPL6,1.0
Q8C209,Q3UFJ0,1.0
Q8C230,O55123,1.0
Q8C230,O70138,1.0
Q8C230,P28862,1.0
Q8C230,P33435,1.0
Q8C230,P34960,1.0
Q8C230,Q9EPL5,1.0
Q8C230,Q922W6,1.0
Q8C230,Q9EPL6,1.0
Q8C230,Q3UFJ0,1.0
Q8C5C0,Q60710,1.0
Q8C9W5,Q3TB69,1.0
Q8CA82,O88839,1.0
Q8CA82,Q9R159,1.0
Q8CAL6,Q8VHQ9,1.0
Q8CAL6,Q9DBK0,1.0
Q8CAM5,P62821,1.0
Q8CAM5,Q9D1G1,1.0
Q8CAM5,P61294,1.0
Q8CAM5,A0A494B945,1.0
Q8CAM5,A0A494BA38,1.0
Q8CAM5,A0A494BBL7,1.0
Q8CAM5,Q0PD66,1.0
Q8CAM5,Q3V3C2,1.0
Q8CAM7,Q64685,1.0
Q8CAM7,Q9QYJ1,1.0
Q8CAM7,P70277,1.0
Q8CB10,A0A140LIF8,1.0
Q8CB10,Q0GUM3,1.0
Q8CB10,Q3T9E4,1.0
Q8CB10,Q60766,1.0
Q8CB10,Q62293,1.0
Q8CB10,Q8C262,1.0
Q8CB10,Q9DCE9,1.0
Q8CB10,Q9QZ85,1.0
Q8CFT9,Q8CCE9,1.0
Q8CGB9,Q9JHR7,1.0
Q8CGF5,Q7TNV1,1.0
Q8CBA2,B1ARD8,1.0
Q8CBA2,B1ARD6,1.0
Q8CGQ2,O35674,1.0
Q8CGQ2,Q05910,1.0
Q8CGQ2,Q61072,1.0
Q8CGQ2,Q61824,1.0
Q8CGQ2,Q9JI76,1.0
Q8CGQ2,Q9JLN6,1.0
Q8CGQ2,Q923W9,1.0
Q8CGV8,Q3U435,1.0
Q8CGV8,Q8K3F2,1.0
Q8CGV8,Q9R0S3,1.0
Q8CBM2,Q8BSY0,1.0
Q8CBT5,P21279,1.0
Q8CBX1,Q64685,1.0
Q8CBX1,Q9QYJ1,1.0
Q8CBX1,P70277,1.0
Q8CC91,O54749,1.0
Q8CC91,O54750,1.0
Q8CCI3,Q923W1,1.0
Q8CCM0,O09110,1.0
Q8CCM0,O54863,1.0
Q8CCM0,O55047,1.0
Q8CCM0,P08414,1.0
Q8CCM0,P47809,1.0
Q8CCM0,P70236,1.0
Q8CCM0,Q3UIZ8,1.0
Q8CCM0,Q61241,1.0
Q8CCM0,Q641K5,1.0
Q8CCM0,Q8BW96,1.0
Q8CCM0,Q8BZN4,1.0
Q8CCM0,Q8C078,1.0
Q8CCM0,Q8C0V0,1.0
Q8CCM0,Q8VBY2,1.0
Q8CCM0,Q8VDF3,1.0
Q8CCM0,Q91VB2,1.0
Q8CCM0,Q91YA2,1.0
Q8CCM0,Q91YS8,1.0
Q8CCM0,Q924X7,1.0
Q8CCM0,Q99MQ3,0.7142857142857143
Q8CCM0,Q9R0A5,1.0
Q8CCM0,Q9Z0H0,1.0
Q8CCM0,P0C5K0,1.0
Q8CCM0,Q543Z5,1.0
Q8CCM0,Q5SWN9,1.0
Q8CCM0,Q8BGW6,1.0
Q8CCM0,A2AGS2,1.0
Q8CCM0,A2AM78,0.7142857142857143
Q8CCM0,P0C5K1,1.0
Q8CCM0,Q3U258,0.7142857142857143
Q8CCM0,Q3UU57,1.0
Q8CCM0,Q543X6,1.0
Q8CCM0,Q5DU52,0.7142857142857143
Q8CCM0,Q5SUV5,1.0
Q8CCM0,Q6IS31,0.7142857142857143
Q8CCM0,Q8BP44,1.0
Q8CCM0,Q8C0X8,1.0
Q8CCM0,Q8QZV4,1.0
Q8CCM0,Q9JJX8,1.0
Q8CCM0,A0AA95Z2J0,1.0
Q8CCM0,D3YV51,1.0
Q8CCM0,Q3TJG7,1.0
Q8CCM0,Q3TLX7,1.0
Q8CCM0,Q3TN15,1.0
Q8CCM0,Q3TX82,1.0
Q8CCM0,Q3UDI2,1.0
Q8CCM0,Q66JY4,1.0
Q8CCM0,Q8C371,1.0
Q8CCM0,Q8C5F7,1.0
Q8CCM0,Q9D9B2,1.0
Q8CCM0,S4R1E6,1.0
Q8CCN4,O09110,1.0
Q8CCN4,O54863,1.0
Q8CCN4,O55047,1.0
Q8CCN4,P08414,1.0
Q8CCN4,P47809,1.0
Q8CCN4,P70236,1.0
Q8CCN4,Q3UIZ8,1.0
Q8CCN4,Q61241,1.0
Q8CCN4,Q641K5,1.0
Q8CCN4,Q8BW96,1.0
Q8CCN4,Q8BZN4,1.0
Q8CCN4,Q8C078,1.0
Q8CCN4,Q8C0V0,1.0
Q8CCN4,Q8VBY2,1.0
Q8CCN4,Q8VDF3,1.0
Q8CCN4,Q91VB2,1.0
Q8CCN4,Q91YA2,1.0
Q8CCN4,Q91YS8,1.0
Q8CCN4,Q924X7,1.0
Q8CCN4,Q99MQ3,0.7142857142857143
Q8CCN4,Q9R0A5,1.0
Q8CCN4,Q9Z0H0,1.0
Q8CCN4,P0C5K0,1.0
Q8CCN4,Q543Z5,1.0
Q8CCN4,Q5SWN9,1.0
Q8CCN4,Q8BGW6,1.0
Q8CCN4,A2AGS2,1.0
Q8CCN4,A2AM78,0.7142857142857143
Q8CCN4,P0C5K1,1.0
Q8CCN4,Q3U258,0.7142857142857143
Q8CCN4,Q3UU57,1.0
Q8CCN4,Q543X6,1.0
Q8CCN4,Q5DU52,0.7142857142857143
Q8CCN4,Q5SUV5,1.0
Q8CCN4,Q6IS31,0.7142857142857143
Q8CCN4,Q8BP44,1.0
Q8CCN4,Q8C0X8,1.0
Q8CCN4,Q8QZV4,1.0
Q8CCN4,Q9JJX8,1.0
Q8CCN4,A0AA95Z2J0,1.0
Q8CCN4,D3YV51,1.0
Q8CCN4,Q3TJG7,1.0
Q8CCN4,Q3TLX7,1.0
Q8CCN4,Q3TN15,1.0
Q8CCN4,Q3TX82,1.0
Q8CCN4,Q3UDI2,1.0
Q8CCN4,Q66JY4,1.0
Q8CCN4,Q8C371,1.0
Q8CCN4,Q8C5F7,1.0
Q8CCN4,Q9D9B2,1.0
Q8CCN4,S4R1E6,1.0
Q8CCV2,D6RFA9,1.0
Q8CCV2,D6RHQ2,1.0
Q8CCV2,F7B9M9,1.0
Q8CCV2,O55026,1.0
Q8CCV2,P55772,1.0
Q8CCV2,Q3TCT4,1.0
Q8CCV2,Q3U0P5,1.0
Q8CCV2,Q544U5,1.0
Q8CCV2,Q8BFW6,1.0
Q8CCV2,Q8CDV7,1.0
Q8CCV2,Q8CEB1,1.0
Q8CCV2,Q8K0L2,1.0
Q8CCV2,Q921Q6,1.0
Q8CCV2,Q9DBT4,1.0
Q8CCV2,Q9WUZ9,1.0
Q8CCV2,Q3TQC7,1.0
Q8CD19,O89112,1.0
Q8CD19,Q8CHW0,1.0
Q8CD65,P63143,1.0
Q8CDP6,Q6NZR5,1.0
Q8CDQ5,O70325,1.0
Q8CDQ5,P11352,1.0
Q8CDQ5,P46412,1.0
Q8CDQ5,Q9JHC0,1.0
Q8CDQ5,P21765,1.0
Q8CDQ5,A0A1C7ZMZ7,1.0
Q8CDQ5,Q3TIF2,1.0
Q8CDQ5,Q91WR8,1.0
Q8CDR0,Q9ER04,1.0
Q8CDV3,Q60813,1.0
Q8CDV3,Q9R160,1.0
Q8CE89,Q60720,1.0
Q8CE89,Q6P1H1,1.0
Q8CE89,Q925G2,1.0
Q8CE89,Q8K187,1.0
Q8CE89,A0A494B9L2,1.0
Q8CE89,B2RVP1,1.0
Q8CEC4,Q8CCE9,1.0
Q8CET7,A0A0A6YXR0,1.0
Q8CET7,D3YX12,1.0
Q8CET7,Q80TA1,1.0
Q8CET7,Q8BGS7,1.0
Q8CET7,Q8C025,1.0
Q8CET7,D3YU39,1.0
